医疗机构名称,本地机构编码,医保区划,机构类别,医院等级,联系地址
中国外文局服务中心医务室,02141009,西城区,对内,无等级,北京市西城区百万庄大街24号
国务院国有资产监督管理委员会石化离退休干部局卫生所,02141013,西城区,对内,无等级,北京市西城区新明胡同甲8号楼西侧平房
中国共产党北京市委员会党校医务室,02100057,西城区,对内,无等级,北京市西城区车公庄大街6号
北京市先农坛体育场门诊部,04100033,西城区,对内,无等级,北京市西城区先农坛街17号院31号楼田径馆综合馆
北京市西城区广安门外街道广外大街社区卫生服务站,04162017,西城区,社区卫生站,无等级,北京市西城区广外永居东里甲38号
北京市西城区广安门外街道红莲社区卫生服务站,04162018,西城区,社区卫生站,无等级,北京市西城区广外红莲北里10号楼-1号
北京市西城区广安门外街道车站西街社区卫生服务站,02162066,西城区,社区卫生站,无等级,北京市西城区广外车站西街17号院1号楼北侧4段、5段
北京市西城区广安门外街道三义里社区卫生服务站,04162019,西城区,社区卫生站,无等级,北京市西城区广外三义里小区8号楼北侧
北京市西城区广安门外街道小红庙社区卫生服务站,04162020,西城区,社区卫生站,无等级,北京市西城区广外小红庙南里11号楼平房
首都医科大学附属北京安定医院,02153001,西城区,对外专科,三级甲等,北京市西城区德胜门外安康胡同5号、东城区安定门内北锣鼓巷38号
北京市西城区广安门外街道莲花河社区卫生服务站,02162067,西城区,社区卫生站,无等级,北京市西城区莲花河胡同2号院1号楼西南角一层101号底商 
北京市西城区广安门外街道马连道社区卫生服务站,02162063,西城区,社区卫生站,无等级,北京市西城区广外马连道中新佳园一区8号楼一层
北京市西城区广安门外街道白菜湾社区卫生服务站,04162016,西城区,社区卫生站,无等级,北京市西城区广外南街甲59号1层2商业
华电（北京）热电有限公司卫生所,04131004,西城区,对内,无等级,北京市西城区天宁寺西里10号楼
北京大学口腔医院门诊部,02155004,西城区,对外专科,无等级,北京市西城区西什库大街甲37号、北京市西城区西黄城根北街10号
北京电力工程有限公司卫生所,04141002,西城区,对内,无等级,北京市西城区右内西街2号
北京市西城区白纸坊街道双槐里社区卫生服务站,04162005,西城区,社区卫生站,无等级,北京市西城区平原里21号楼1层1039、2层23001—23003、23025-23033、23035-23039、23050、23051
北京长安中西医结合医院,02151075,西城区,对外中医,二级无等,北京市西城区枣林前街19号
北京市西城区什刹海社区卫生服务中心,02110049,西城区,对外综合,无等级,北京市西城区正觉胡同甲13号
北京市监狱管理局中心医院,04110003,西城区,对外综合,二级甲等,北京市西城区右安门东街9号、北京市大兴区新居里甲1号
国家电网有限公司医务室,02141005,西城区,对内,无等级,北京市西城区宣武门内大街8号三层370-375房间     
北京市西城区广安门外街道小马厂社区卫生服务站,02162064,西城区,社区卫生站,无等级,北京市西城区广外小马厂1号院6号楼底商
北京市什刹海体育运动学校医务室,02100056,西城区,对内,无等级,北京市西城区地安门西大街57号
中国建筑设计研究院有限公司医务室,02141011,西城区,对内,无等级,北京市西城区车公庄大街19号
北京鹤年堂中医医院,02151060,西城区,对外中医,一级无等,北京市西城区广安门内大街6号1-2
北京积水潭医院(北京大学第四临床医学院）,02110001,西城区,对外综合,三级甲等,北京市西城区新街口东街31号，北京市昌平区回龙观回南北路68号，北京市昌平区回龙观镇龙域环路38号院
北京市西城区妇幼保健计划生育服务中心（北京市西城区妇幼保健院）,04152001,西城区,对外专科,二级无等,北京市西城区平原里小区19号楼、北京市西城区平原里小区21号楼32039、32050-32053、32055-32063、32065-32073、32075、32077、32079、33001-33003、33005-33010、33016-33023、33050-33053、33055-33062
北京市西城区月坛街道复兴门铁路社区卫生服务站,02141012,西城区,社区卫生站,无等级,北京市西城区二七剧场路2号-1
北京中医药大学附属护国寺中医医院（北京市针灸医院）,02151001,西城区,对外中医,三级甲等,北京市西城区棉花胡同83号、北京市西城区太平仓胡同14号、北京市西城区西安门大街169号、北京市西城区航空胡同42号5幢-1至06层
首都医科大学附属北京儿童医院(北京市儿科研究所),02159043,西城区,对外专科,三级甲等,北京市西城区南礼士路56号
北京大学第一医院(北京大学北大医院）,02110003,西城区,对外综合,三级甲等,北京市西城区西什库大街8号、15号，北京市西城区西安门大街1号，北京市西城区地安门大街59号，北京市东城区安内大街车辇店胡同15号
北方物业开发有限公司医务室,04131002,西城区,对内,无等级,北京市西城区南线里56号（北方公司北院5幢平房
国务院国有资产监督管理委员会机关服务局医务室,04141006,西城区,对内,无等级,北京市西城区宣武门西大街26号
北京家圆医院,02110058,西城区,对外专科,二级无等,北京市西城区富国街2号及附楼 
北京大学人民医院（北京大学第二临床医学院）,02110002,西城区,对外综合,三级甲等,北京市西城区西直门南大街11号、西城区阜内大街133号、通州区南凤西一路39号院
国网北京市电力公司医务室,04141004,西城区,对内,无等级,北京市西城区前门西大街41号
北京市西城区平安医院,02110015,西城区,对外综合,二级甲等,北京市西城区赵登禹路169号、北京市西城区赵登禹路175号、177号、北京市西城区大觉胡同24号、北京市西城区广安门外车站西街5号
北京市第三建筑工程有限公司医务室,02131001,西城区,对内,无等级,北京市西城区车公庄大街北里56号
北京市第二医院(北京市西城区老年医院）,02110006,西城区,对外综合,二级甲等,北京市西城区宣武门内大街油坊胡同36号、北京市西城区宣武门内大街油坊胡同52号、北京市西城区油坊胡同52号北楼三层
国务院国有资产监督管理委员会机械离退休干部局医务室,02131011,西城区,对内,无等级,北京市西城区三里河二区十二号楼
北京市西城区广外老年公寓医务室,02100068,西城区,对内,无等级,北京市西城区马连道北街3号
国务院国有资产监督管理委员会物资机关服务中心医务室,02131006,西城区,对内,无等级,北京市西城区月坛北街25号40幢
中央音乐学院医务室,02141003,西城区,对内,无等级,北京市西城区鲍家街2号院2号楼一层
北京市肛肠医院（北京市西城区二龙路医院),02110005,西城区,对外中医,三级甲等,北京市西城区下岗胡同1号、北京市西城区德外大街16号
中国科学院机关门诊部,02131008,西城区,对内,无等级,北京市西城区三里河路52号
北京建筑大学卫生所,02141002,西城区,对内,无等级,北京市西城区展览路1号
北京市第一建筑工程有限公司综合门诊部,04131001,西城区,对内,无等级,北京市西城区右安门内大街75号
北京圣康华医学研究院有限公司北京圣康华眼科医院,02155009,西城区,对外专科,一级无等,北京市西城区西直门内大街132号2号楼、3号楼、5号楼（不含二层南区）
外交学院医务室,02141004,西城区,对内,无等级,北京市西城区展览路24号
北京急救中心,02155002,西城区,对外专科,三级甲等,北京市西城区前门西大街103号
北京金泰颐寿轩敬老院医务室,02100070,西城区,对内,无等级,北京市西城区善果胡同5号
北京市西城区广外医院（北京市西城区广外老年医院）,04110005,西城区,对外中医,三级无等,北京市西城区广外三义里甲2号、北京市西城区上斜街61号
国家广播电视总局机关服务中心门诊部,02131007,西城区,对内,无等级,北京市西城区北滨河路二号院2号楼
中国人民公安大学医院,02111001,西城区,对内,无等级,北京市西城区木樨地南里1号
北京军颐中医医院,02151078,西城区,对外中医,二级无等,北京市西城区南菜园街甲2号
中国人民解放军第三零五医院,02110016,西城区,对外综合,三级甲等,北京市西城区文津街甲13号
中国人民解放军火箭军特色医学中心,02110009,西城区,对外综合,三级乙等,北京市西城区新街口外大街16号
北京华科中西医结合医院,02151077,西城区,对外中医,一级无等,北京市西城区红莲南路71号
北京瑞安康复医院,02152008,西城区,对外专科,二级无等,北京市西城区鸭子桥路35号
中国人民解放军总医院京中医疗区礼士路门诊部,02131009,西城区,对内,无等级,北京市西城区南礼士路头条1号
北京市西城区牛街天恒敬老院医务室,02100069,西城区,对内,无等级,北京市西城区牛街东里2区4号楼
北京市西城区宝石花门诊部,02131004,西城区,对内,无等级,北京市西城区德外六铺炕一巷5号
北京同仁堂医养产业投资集团有限公司黄寺综合门诊部,02111004,西城区,对内,一级甲等,北京市西城区德外黄寺大街23-4号
